"REF_DATE","GEO","DGUID","Vehicle type","Fuel type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11568","","","","0"
"2025-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10418","","","","0"
"2025-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10424","","","","0"
"2025-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8667","","","","0"
"2020-01","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","72018","","","","0"
"2020-02","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","81211","","","","0"
"2020-03","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","60074","","","","0"
"2020-04","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","31824","","","","0"
"2020-05","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","71759","","","","0"
"2020-06","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","97212","","","","0"
"2020-07","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","102086","","","","0"
"2020-08","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","107051","","","","0"
"2020-09","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","112270","","","","0"
"2020-10","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","100071","","","","0"
"2020-11","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","81037","","","","0"
"2020-12","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","70140","","","","0"
"2021-01","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","59397","","","","0"
"2021-02","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","74454","","","","0"
"2021-03","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","112059","","","","0"
"2021-04","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","99510","","","","0"
"2021-05","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","91241","","","","0"
"2021-06","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","96950","","","","0"
"2021-07","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","90223","","","","0"
"2021-08","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","88860","","","","0"
"2021-09","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","83906","","","","0"
"2021-10","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","79078","","","","0"
"2021-11","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","76277","","","","0"
"2021-12","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","70094","","","","0"
"2022-01","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","61375","","","","0"
"2022-02","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","63822","","","","0"
"2022-03","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","88518","","","","0"
"2022-04","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","89631","","","","0"
"2022-05","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","96787","","","","0"
"2022-06","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","97849","","","","0"
"2022-07","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","85365","","","","0"
"2022-08","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","83092","","","","0"
"2022-09","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","88899","","","","0"
"2022-10","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","85863","","","","0"
"2022-11","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","81290","","","","0"
"2022-12","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","70536","","","","0"
"2023-01","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","67254","","","","0"
"2023-02","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","69210","","","","0"
"2023-03","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","99104","","","","0"
"2023-04","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","98055","","","","0"
"2023-05","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","110532","","","","0"
"2023-06","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","103856","","","","0"
"2023-07","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","91905","","","","0"
"2023-08","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","101483","","","","0"
"2023-09","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","100423","","","","0"
"2023-10","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","95982","","","","0"
"2023-11","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","93093","","","","0"
"2023-12","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","82733","","","","0"
"2024-01","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","72680","","","","0"
"2024-02","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","84352","","","","0"
"2024-03","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","105433","","","","0"
"2024-04","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","111078","","","","0"
"2024-05","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","115740","","","","0"
"2024-06","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","104807","","","","0"
"2024-07","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","105386","","","","0"
"2024-08","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","99857","","","","0"
"2024-09","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","97449","","","","0"
"2024-10","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","101089","","","","0"
"2024-11","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","103459","","","","0"
"2024-12","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","87021","","","","0"
"2025-01","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","74840","","","","0"
"2025-02","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","80112","","","","0"
"2025-03","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","122725","","","","0"
"2025-04","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","123703","","","","0"
"2025-05","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","125122","","","","0"
"2025-06","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","106735","","","","0"
"2025-07","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","108156","","","","0"
"2025-08","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","100298","","","","0"
"2025-09","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","103229","","","","0"
"2025-10","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","102743","","","","0"
"2025-11","Canada","2021A000011124","Trucks","All fuel types","North America","Units","Unadjusted","Units","300","units","0","v1617815524","1.3.1.2.1.1","93425","","","","0"
"2020-01","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","18031","","","","0"
"2020-02","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","19826","","","","0"
"2020-03","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","15058","","","","0"
"2020-04","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","7056","","","","0"
"2020-05","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","19133","","","","0"
"2020-06","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","29192","","","","0"
"2020-07","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","30630","","","","0"
"2020-08","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","30320","","","","0"
"2020-09","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","29712","","","","0"
"2020-10","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","31000","","","","0"
"2020-11","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","27923","","","","0"
"2020-12","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","21991","","","","0"
"2021-01","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","17062","","","","0"
"2021-02","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","21787","","","","0"
"2021-03","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","33191","","","","0"
"2021-04","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","36111","","","","0"
"2021-05","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","34498","","","","0"
"2021-06","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","34236","","","","0"
"2021-07","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","34770","","","","0"
"2021-08","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","31524","","","","0"
"2021-09","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","29337","","","","0"
"2021-10","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","31285","","","","0"
"2021-11","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","20542","","","","0"
"2021-12","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","17928","","","","0"
"2022-01","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","17917","","","","0"
"2022-02","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","23088","","","","0"
"2022-03","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","32422","","","","0"
"2022-04","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","28748","","","","0"
"2022-05","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","27757","","","","0"
"2022-06","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","26515","","","","0"
"2022-07","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","24938","","","","0"
"2022-08","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","26110","","","","0"
"2022-09","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","27376","","","","0"
"2022-10","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","24994","","","","0"
"2022-11","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","23473","","","","0"
"2022-12","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","23706","","","","0"
"2023-01","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","21142","","","","0"
"2023-02","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","24163","","","","0"
"2023-03","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","32039","","","","0"
"2023-04","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","32205","","","","0"
"2023-05","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","35848","","","","0"
"2023-06","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","36293","","","","0"
"2023-07","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","34915","","","","0"
"2023-08","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","34238","","","","0"
"2023-09","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","38342","","","","0"
"2023-10","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","35597","","","","0"
"2023-11","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","33274","","","","0"
"2023-12","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","28473","","","","0"
"2024-01","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","30336","","","","0"
"2024-02","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","36577","","","","0"
"2024-03","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","43894","","","","0"
"2024-04","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","40664","","","","0"
"2024-05","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","43211","","","","0"
"2024-06","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","40875","","","","0"
"2024-07","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","40915","","","","0"
"2024-08","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","45097","","","","0"
"2024-09","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","47818","","","","0"
"2024-10","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","43184","","","","0"
"2024-11","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","38697","","","","0"
"2024-12","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","32037","","","","0"
"2025-01","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","31523","","","","0"
"2025-02","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","30953","","","","0"
"2025-03","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","44999","","","","0"
"2025-04","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","48995","","","","0"
"2025-05","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","44963","","","","0"
"2025-06","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","45104","","","","0"
"2025-07","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","47201","","","","0"
"2025-08","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","44815","","","","0"
"2025-09","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","46185","","","","0"
"2025-10","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","44784","","","","0"
"2025-11","Canada","2021A000011124","Trucks","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815526","1.3.1.3.1.1","42322","","","","0"


